irradiation date,cell line,radiation type,sample_id,dose,position,image_nr,nuclei,micronuclei
16MAR2022,A549,proton,3,7.98,1,5,2,0
16MAR2022,A549,proton,3,7.98,1,5,2,0
16MAR2022,A549,proton,3,7.98,1,5,3,0
16MAR2022,A549,proton,3,7.98,1,5,1,0
16MAR2022,A549,proton,3,7.98,1,5,3,0
16MAR2022,A549,proton,3,7.98,1,5,1,0
16MAR2022,A549,proton,3,7.98,1,5,1,0
16MAR2022,A549,proton,3,7.98,1,5,1,0
16MAR2022,A549,proton,3,7.98,1,5,1,0
16MAR2022,A549,proton,3,7.98,1,5,2,0
16MAR2022,A549,proton,3,7.98,1,5,1,0
16MAR2022,A549,proton,3,7.98,1,5,1,0
16MAR2022,A549,proton,3,7.98,1,5,1,1
16MAR2022,A549,proton,3,7.98,1,5,2,0
16MAR2022,A549,proton,3,7.98,1,5,2,0
16MAR2022,A549,proton,3,7.98,1,4,0,0
16MAR2022,A549,proton,3,7.98,1,4,1,1
16MAR2022,A549,proton,3,7.98,1,4,1,2
16MAR2022,A549,proton,3,7.98,1,4,1,0
16MAR2022,A549,proton,3,7.98,1,4,1,0
16MAR2022,A549,proton,3,7.98,1,4,1,0
16MAR2022,A549,proton,3,7.98,1,4,1,0
16MAR2022,A549,proton,3,7.98,1,4,1,0
16MAR2022,A549,proton,3,7.98,1,4,1,1
16MAR2022,A549,proton,3,7.98,1,4,2,1
16MAR2022,A549,proton,3,7.98,1,4,2,0
16MAR2022,A549,proton,3,7.98,1,4,2,0
16MAR2022,A549,proton,3,7.98,1,4,1,0
16MAR2022,A549,proton,3,7.98,1,4,2,0
16MAR2022,A549,proton,3,7.98,1,4,3,0
16MAR2022,A549,proton,3,7.98,1,4,2,0
16MAR2022,A549,proton,3,7.98,1,10,1,0
16MAR2022,A549,proton,3,7.98,1,11,0,0
16MAR2022,A549,proton,3,7.98,1,8,0,0
16MAR2022,A549,proton,3,7.98,1,8,1,0
16MAR2022,A549,proton,3,7.98,1,8,0,0
16MAR2022,A549,proton,3,7.98,1,8,1,0
16MAR2022,A549,proton,3,7.98,1,9,1,0
16MAR2022,A549,proton,3,7.98,1,9,0,0
16MAR2022,A549,proton,3,7.98,1,9,1,0
16MAR2022,A549,proton,3,7.98,1,9,1,0
16MAR2022,A549,proton,3,7.98,1,9,1,0
16MAR2022,A549,proton,3,7.98,1,2,1,1
16MAR2022,A549,proton,3,7.98,1,2,2,0
16MAR2022,A549,proton,3,7.98,1,2,1,0
16MAR2022,A549,proton,3,7.98,1,2,1,0
16MAR2022,A549,proton,3,7.98,1,2,2,0
16MAR2022,A549,proton,3,7.98,1,2,1,0
